Weapon Type,Weapon ID,Purchase Timestamp,Usage Hours,Performance Metrics,Maintenance Logs,Number of Failures,Parts with Issues,Area,Battalion,Temperature,Weather Conditions
Type C,G-744,2015-10-17,8640,85.46,50,1,None,Rural,East Battalion,32,Cloudy
Type D,G-741,2021-03-05,3414,60.06,28,2,Engine,Rural,North-East Battalion,25,Rainy
Type C,G-156,2021-12-22,789,80.0,15,9,Navigation System,Rural,East Battalion,32,Cloudy
Type C,G-142,2018-08-04,2975,79.91,21,7,None,Urban,West Battalion,36,Hot
Type A,G-725,2019-10-21,2040,94.12,16,5,Radar,Urban,West Battalion,34,Hot
Type B,G-828,2024-06-20,7808,81.97,3,5,Transmission,Rural,North Battalion,26,Cool
Type B,G-980,2020-02-27,3547,96.52,19,4,Gun System,Rural,East Battalion,35,Cloudy
Type A,G-233,2016-03-15,1962,85.26,8,3,None,Urban,North Battalion,36,Sunny
Type E,G-241,2020-02-12,1826,84.83,33,8,Gun System,Rural,East Battalion,32,Cloudy
Type A,G-106,2015-08-13,9784,76.66,21,3,Transmission,Rural,North-East Battalion,25,Rainy
Type B,G-551,2023-06-22,8271,72.93,45,6,None,Urban,East Battalion,32,Rainy
Type C,G-777,2019-12-04,3489,64.24,49,4,None,Urban,East Battalion,31,Rainy
Type A,G-761,2022-11-17,5455,95.75,47,3,None,Urban,North Battalion,33,Sunny
Type A,G-761,2019-01-11,3933,62.88,40,1,None,Semi-Urban,West Battalion,39,Dry
Type B,G-215,2021-02-17,4553,90.17,39,5,None,Semi-Urban,West Battalion,40,Dry
Type C,G-743,2020-01-17,3883,91.18,50,7,None,Urban,East Battalion,32,Rainy
Type A,G-884,2019-07-19,750,78.58,36,1,None,Rural,North Battalion,29,Cool
Type D,G-776,2015-10-30,1831,64.26,43,5,Radar,Urban,West Battalion,37,Hot
Type E,G-395,2021-09-20,9765,65.1,27,6,None,Rural,South Battalion,31,Humid
Type D,G-993,2016-10-25,8997,85.36,2,4,None,Urban,East Battalion,28,Rainy
Type D,G-201,2018-02-03,616,73.65,49,5,None,Urban,West Battalion,37,Hot
Type B,G-133,2024-06-01,8848,61.02,30,7,None,Rural,North-East Battalion,25,Rainy
Type A,G-335,2023-10-10,4662,82.21,31,2,Brakes,Rural,South Battalion,32,Humid
Type C,G-484,2018-03-22,3421,64.87,3,4,None,Semi-Urban,West Battalion,38,Dry
Type B,G-245,2017-02-19,9030,72.39,42,2,Radar,Semi-Urban,West Battalion,34,Humid
Type E,G-703,2022-06-05,3972,88.8,16,3,None,Rural,East Battalion,31,Cloudy
Type C,G-189,2017-02-22,1690,79.74,34,3,Armor Plating,Rural,North Battalion,29,Cool
Type C,G-447,2020-01-30,4800,77.54,27,6,None,Rural,South Battalion,30,Humid
Type E,G-612,2019-12-09,3034,84.66,36,1,Gun System,Urban,North Battalion,35,Sunny
Type D,G-283,2019-04-12,5472,80.57,49,3,None,Rural,North Battalion,29,Cool
Type C,G-261,2018-09-27,5109,61.82,16,4,Armor Plating,Urban,North Battalion,37,Sunny
Type B,G-453,2020-11-28,1586,75.03,18,3,Gun System,Rural,North-East Battalion,29,Rainy
Type A,G-181,2020-10-11,1591,87.17,24,4,Brakes,Rural,South Battalion,32,Humid
Type E,G-406,2024-01-07,9198,89.1,29,3,Armor Plating,Rural,South Battalion,31,Humid
Type D,G-785,2015-06-20,3698,96.74,30,2,None,Semi-Urban,West Battalion,31,Humid
Type A,G-542,2018-08-28,7741,87.06,32,2,None,Urban,South Battalion,36,Hot
Type E,G-929,2024-06-29,9993,81.65,31,8,Engine,Urban,West Battalion,38,Hot
Type C,G-341,2020-09-03,2201,61.75,18,4,None,Rural,East Battalion,31,Cloudy
Type E,G-470,2022-03-26,7963,97.88,39,3,Brakes,Rural,East Battalion,33,Cloudy
Type A,G-163,2022-02-02,1369,93.1,42,10,None,Urban,North Battalion,33,Sunny
Type D,G-936,2023-02-26,8290,81.74,17,1,Gun System,Urban,East Battalion,31,Rainy
Type B,G-289,2016-07-08,3511,83.45,10,8,Engine,Rural,East Battalion,31,Cloudy
Type B,G-683,2021-09-27,5137,74.88,6,6,None,Semi-Urban,West Battalion,31,Humid
Type B,G-881,2017-11-11,8371,69.1,15,3,None,Rural,North-East Battalion,28,Rainy
Type A,G-268,2019-06-08,7952,79.67,30,2,Transmission,Urban,South Battalion,36,Hot
Type B,G-219,2024-08-28,3010,98.2,15,7,Transmission,Semi-Urban,West Battalion,33,Humid
Type B,G-667,2015-09-08,7819,97.89,12,5,None,Urban,North Battalion,33,Sunny
Type B,G-775,2024-05-31,9220,81.58,2,8,Wiring,Rural,North-East Battalion,29,Rainy
Type C,G-574,2018-03-13,1977,70.55,41,4,None,Urban,West Battalion,36,Hot
Type A,G-852,2021-02-03,4919,88.16,32,4,Engine,Urban,North Battalion,36,Sunny
Type B,G-247,2017-01-20,7941,78.51,39,7,Engine,Urban,North Battalion,34,Sunny
Type A,G-320,2021-10-03,9705,88.43,28,7,None,Urban,South Battalion,34,Hot
Type D,G-388,2016-05-09,5023,82.54,15,6,None,Urban,North Battalion,33,Sunny
Type E,G-198,2019-04-06,7763,98.92,8,4,Armor Plating,Rural,South Battalion,32,Humid
Type B,G-957,2022-02-11,1500,81.13,38,9,None,Rural,East Battalion,35,Cloudy
Type C,G-338,2022-12-01,4109,71.66,48,7,Armor Plating,Urban,East Battalion,29,Rainy
Type E,G-640,2017-10-08,4473,77.48,22,2,None,Urban,South Battalion,36,Hot
Type E,G-238,2024-04-23,4051,89.71,34,7,Transmission,Urban,West Battalion,36,Hot
Type C,G-529,2024-01-21,5617,60.21,25,4,None,Semi-Urban,West Battalion,37,Dry
Type E,G-747,2016-12-20,6128,76.58,41,5,Engine,Urban,West Battalion,34,Hot
Type B,G-691,2017-10-11,6346,91.68,4,4,Wiring,Rural,East Battalion,35,Cloudy
Type D,G-512,2019-10-18,8256,84.69,26,2,Engine,Rural,North Battalion,28,Cool
Type A,G-601,2023-10-16,8174,65.15,7,8,None,Rural,East Battalion,32,Cloudy
Type B,G-325,2015-08-27,207,78.62,0,7,None,Urban,South Battalion,33,Hot
Type D,G-291,2020-06-26,2530,90.42,42,7,None,Urban,North Battalion,33,Sunny
Type A,G-973,2017-01-04,7517,78.78,30,6,None,Rural,North Battalion,28,Cool
Type C,G-791,2022-03-14,2361,60.13,24,5,Engine,Urban,South Battalion,33,Hot
Type E,G-915,2021-06-22,1636,74.74,16,2,None,Rural,East Battalion,33,Cloudy
Type D,G-678,2016-10-04,3070,65.01,32,6,Sensors,Rural,North Battalion,28,Cool
Type B,G-217,2016-11-27,6198,93.63,9,7,None,Urban,North Battalion,34,Sunny
Type E,G-939,2022-09-07,8731,97.54,31,2,None,Semi-Urban,West Battalion,34,Humid
Type E,G-362,2024-07-23,7495,62.49,14,1,None,Urban,South Battalion,33,Hot
Type C,G-287,2022-08-18,5035,90.8,41,5,Gun System,Urban,East Battalion,29,Rainy
Type C,G-158,2015-07-24,3783,95.21,20,1,Radar,Urban,North Battalion,37,Sunny
Type E,G-168,2023-07-10,9907,76.07,8,2,Brakes,Urban,South Battalion,34,Hot
Type A,G-251,2016-12-31,6572,92.07,34,1,Sensors,Semi-Urban,West Battalion,30,Humid
Type C,G-768,2023-11-05,2797,93.8,2,3,Brakes,Urban,North Battalion,33,Sunny
Type B,G-169,2017-02-24,4921,68.72,22,3,Navigation System,Urban,West Battalion,35,Hot
Type E,G-821,2017-05-02,6941,82.32,34,8,None,Urban,South Battalion,32,Hot
Type C,G-761,2015-03-24,7816,95.7,8,7,None,Rural,North-East Battalion,25,Rainy
Type A,G-446,2017-10-02,6112,95.92,44,10,None,Urban,North Battalion,33,Sunny
Type C,G-733,2018-05-16,4180,75.84,42,4,None,Semi-Urban,West Battalion,30,Humid
Type E,G-301,2021-10-17,9096,77.55,12,7,Transmission,Urban,East Battalion,31,Rainy
Type C,G-604,2016-06-02,6201,93.9,28,1,None,Urban,East Battalion,29,Rainy
Type C,G-653,2015-11-10,221,71.48,47,2,None,Urban,South Battalion,33,Hot
Type E,G-683,2021-02-25,659,69.47,40,2,None,Urban,East Battalion,29,Rainy
Type A,G-185,2016-05-12,4714,92.8,13,3,Sensors,Semi-Urban,West Battalion,40,Dry
Type E,G-647,2021-03-07,1191,77.37,37,1,Transmission,Rural,North Battalion,26,Cool
Type C,G-263,2019-02-12,2075,67.73,30,5,Engine,Urban,East Battalion,29,Rainy
Type B,G-274,2023-07-20,5038,61.19,45,2,Armor Plating,Urban,North Battalion,36,Sunny
Type B,G-776,2016-03-18,2604,71.66,18,2,Radar,Rural,South Battalion,31,Humid
Type D,G-589,2017-01-12,7688,89.25,39,0,Armor Plating,Semi-Urban,West Battalion,33,Humid
Type A,G-196,2017-12-08,9863,86.23,46,1,None,Rural,South Battalion,32,Humid
Type C,G-438,2024-03-25,8467,69.7,22,3,Engine,Urban,North Battalion,35,Sunny
Type A,G-147,2019-02-04,4178,68.99,12,3,Sensors,Rural,North Battalion,26,Cool
Type E,G-651,2022-11-28,2624,76.5,35,2,None,Semi-Urban,West Battalion,31,Humid
Type E,G-429,2024-08-12,8083,64.47,10,4,Armor Plating,Semi-Urban,West Battalion,30,Humid
Type C,G-719,2020-12-31,5292,80.39,13,0,None,Rural,South Battalion,31,Humid
Type B,G-530,2024-06-22,4669,73.16,39,3,Engine,Rural,East Battalion,34,Cloudy
Type A,G-606,2019-12-09,2082,65.29,16,3,None,Urban,West Battalion,37,Hot
Type C,G-491,2019-10-17,4261,61.12,0,6,None,Rural,East Battalion,34,Cloudy
Type C,G-129,2015-12-09,1185,76.84,50,2,Brakes,Rural,North-East Battalion,25,Rainy
Type C,G-342,2021-12-24,1781,60.66,14,3,Gun System,Semi-Urban,West Battalion,34,Humid
Type A,G-523,2024-06-23,9060,76.03,24,5,Wiring,Urban,West Battalion,34,Hot
Type B,G-484,2021-02-21,5485,63.02,34,2,None,Semi-Urban,West Battalion,31,Humid
Type C,G-286,2022-04-11,6385,65.65,50,6,Engine,Rural,East Battalion,35,Cloudy
Type A,G-248,2015-05-26,9198,60.71,41,5,None,Urban,North Battalion,34,Sunny
Type B,G-350,2022-09-08,8585,61.13,26,1,Transmission,Urban,North Battalion,33,Sunny
Type D,G-782,2018-06-10,145,93.37,46,7,None,Semi-Urban,West Battalion,40,Dry
Type E,G-309,2020-04-01,9454,73.69,11,6,None,Urban,West Battalion,35,Hot
Type E,G-672,2017-03-19,1897,84.46,5,3,Wiring,Urban,West Battalion,37,Hot
Type A,G-575,2024-11-14,8949,60.55,24,2,Wiring,Rural,East Battalion,31,Cloudy
Type D,G-363,2024-05-22,3601,80.68,49,8,Transmission,Rural,South Battalion,30,Humid
Type E,G-769,2017-10-09,3140,97.73,7,3,None,Rural,East Battalion,32,Cloudy
Type A,G-333,2017-03-19,6077,80.39,38,8,None,Rural,South Battalion,30,Humid
Type B,G-585,2022-04-09,8152,78.64,2,9,None,Urban,South Battalion,33,Hot
Type B,G-902,2021-06-25,6724,86.6,12,2,None,Urban,East Battalion,29,Rainy
Type E,G-839,2024-05-08,8186,95.47,18,6,None,Urban,West Battalion,38,Hot
Type D,G-305,2016-12-27,2712,90.75,33,7,Gun System,Semi-Urban,West Battalion,32,Humid
Type D,G-141,2023-09-07,3228,91.11,45,2,Engine,Rural,North-East Battalion,28,Rainy
Type B,G-370,2023-01-26,4608,74.7,41,1,None,Urban,West Battalion,38,Hot
Type E,G-832,2022-02-23,9991,64.99,20,2,Brakes,Rural,East Battalion,33,Cloudy
Type E,G-299,2021-10-24,7711,64.21,6,1,Brakes,Urban,East Battalion,31,Rainy
Type D,G-476,2015-11-18,3608,66.48,28,7,Engine,Urban,East Battalion,31,Rainy
Type D,G-243,2019-08-15,5845,80.24,29,5,None,Urban,East Battalion,28,Rainy
Type A,G-166,2017-03-19,463,90.31,28,1,None,Urban,South Battalion,32,Hot
Type B,G-659,2022-02-17,323,81.08,40,6,Gun System,Rural,South Battalion,29,Humid
Type C,G-351,2020-11-26,8216,91.77,38,3,Gun System,Urban,East Battalion,32,Rainy
Type E,G-298,2019-09-15,3755,90.97,38,3,Transmission,Rural,North-East Battalion,28,Rainy
Type B,G-939,2025-01-13,8159,87.5,43,5,None,Rural,North Battalion,27,Cool
Type E,G-685,2023-07-09,7632,65.59,4,6,None,Urban,North Battalion,33,Sunny
Type D,G-938,2015-11-10,2376,92.42,2,10,None,Rural,South Battalion,31,Humid
Type C,G-432,2017-03-26,6307,61.38,25,4,None,Urban,South Battalion,34,Hot
Type D,G-399,2022-02-02,681,77.95,31,9,None,Urban,West Battalion,37,Hot
Type B,G-873,2020-06-17,9572,60.99,17,4,None,Semi-Urban,West Battalion,33,Humid
Type A,G-313,2015-09-01,1491,88.32,19,6,None,Rural,East Battalion,32,Cloudy
Type E,G-172,2017-02-07,999,95.12,46,7,None,Rural,North Battalion,29,Cool
Type B,G-520,2020-03-17,7485,75.63,39,9,None,Urban,West Battalion,38,Hot
Type C,G-629,2024-06-02,9112,64.34,30,4,Sensors,Rural,North Battalion,28,Cool
Type B,G-136,2022-09-21,4337,74.1,37,4,None,Semi-Urban,West Battalion,31,Humid
Type C,G-886,2024-04-02,8946,99.98,18,7,Radar,Urban,West Battalion,37,Hot
Type A,G-849,2023-11-24,4400,94.94,27,0,Navigation System,Urban,West Battalion,34,Hot
Type D,G-319,2024-12-31,6644,90.93,44,4,None,Urban,North Battalion,35,Sunny
Type C,G-360,2017-10-03,8684,70.63,19,10,Navigation System,Rural,North-East Battalion,28,Rainy
Type A,G-553,2018-10-31,9423,83.74,44,2,Transmission,Rural,East Battalion,32,Cloudy
Type C,G-876,2022-04-06,9803,91.7,21,4,None,Urban,South Battalion,33,Hot
Type C,G-631,2017-10-01,1425,62.78,22,4,Radar,Semi-Urban,West Battalion,38,Dry
Type A,G-663,2016-01-18,7814,95.62,25,2,None,Urban,North Battalion,34,Sunny
Type B,G-438,2022-10-14,2106,81.64,29,8,None,Semi-Urban,West Battalion,34,Humid
Type C,G-996,2021-02-04,969,82.9,29,3,None,Urban,North Battalion,37,Sunny
Type E,G-447,2016-01-03,2075,98.38,23,4,Brakes,Urban,East Battalion,28,Rainy
Type B,G-387,2019-10-04,1315,63.7,42,7,None,Urban,West Battalion,38,Hot
Type E,G-817,2022-06-19,9917,72.38,42,7,None,Urban,North Battalion,34,Sunny
Type E,G-776,2021-11-11,2354,79.79,12,3,None,Urban,West Battalion,37,Hot
Type E,G-194,2015-07-02,3278,97.29,9,4,Armor Plating,Rural,North Battalion,29,Cool
Type C,G-421,2020-11-16,1957,64.15,33,5,None,Urban,South Battalion,32,Hot
Type E,G-382,2024-07-12,7121,64.53,40,1,Transmission,Semi-Urban,West Battalion,32,Humid
Type D,G-313,2018-10-24,7712,95.63,18,3,None,Urban,South Battalion,35,Hot
Type D,G-371,2018-10-08,398,88.18,31,1,Sensors,Urban,East Battalion,30,Rainy
Type B,G-296,2023-01-09,8207,75.68,45,5,Transmission,Urban,West Battalion,38,Hot
Type B,G-667,2018-12-15,2236,75.45,13,1,None,Rural,North Battalion,30,Cool
Type B,G-973,2016-01-04,3104,99.46,27,4,Sensors,Urban,West Battalion,37,Hot
Type D,G-724,2018-12-24,1377,62.65,22,8,Wiring,Urban,South Battalion,32,Hot
Type D,G-692,2017-09-19,8843,96.05,32,3,None,Urban,East Battalion,31,Rainy
Type D,G-576,2020-12-03,9491,65.0,18,8,Brakes,Rural,North Battalion,27,Cool
Type D,G-386,2024-11-16,7860,87.78,30,2,None,Urban,East Battalion,28,Rainy
Type E,G-135,2023-03-25,4413,82.86,32,3,None,Urban,North Battalion,37,Sunny
Type D,G-375,2022-12-27,3100,95.47,39,4,Radar,Urban,North Battalion,34,Sunny
Type E,G-353,2015-05-14,7036,70.29,41,6,None,Semi-Urban,West Battalion,34,Humid
Type D,G-321,2025-02-03,7093,63.42,19,4,Gun System,Rural,North-East Battalion,26,Rainy
Type B,G-642,2023-01-15,2893,70.26,32,1,None,Rural,East Battalion,34,Cloudy
Type B,G-813,2018-01-26,8040,92.53,34,5,None,Rural,South Battalion,30,Humid
Type B,G-691,2017-07-09,9077,99.01,41,3,None,Urban,North Battalion,37,Sunny
Type D,G-486,2021-02-17,4773,71.01,42,8,Radar,Urban,West Battalion,38,Hot
Type C,G-277,2015-12-30,6349,89.39,23,6,None,Urban,West Battalion,35,Hot
Type D,G-495,2020-10-20,391,95.57,2,3,None,Urban,West Battalion,38,Hot
Type E,G-728,2023-05-15,1240,82.32,17,7,None,Semi-Urban,West Battalion,37,Dry
Type D,G-557,2018-09-02,6541,62.34,10,7,None,Urban,South Battalion,33,Hot
Type B,G-362,2019-12-10,1524,64.38,21,4,Brakes,Rural,South Battalion,31,Humid
Type B,G-313,2017-10-06,9921,66.83,41,1,None,Rural,East Battalion,33,Cloudy
Type B,G-118,2023-08-31,4772,65.8,33,1,None,Rural,South Battalion,29,Humid
Type E,G-958,2022-08-17,6690,98.02,36,4,None,Urban,South Battalion,33,Hot
Type A,G-872,2017-06-25,1771,66.2,45,4,Wiring,Urban,North Battalion,36,Sunny
Type C,G-352,2018-10-01,8938,62.13,34,0,Armor Plating,Rural,North Battalion,29,Cool
Type D,G-887,2022-10-18,3650,91.25,48,9,None,Urban,North Battalion,36,Sunny
Type B,G-200,2015-11-09,2523,72.92,33,6,Gun System,Rural,East Battalion,32,Cloudy
Type B,G-237,2022-09-11,6623,89.73,13,2,None,Urban,South Battalion,34,Hot
Type D,G-159,2020-03-24,923,60.04,25,10,Engine,Semi-Urban,West Battalion,31,Humid
Type B,G-507,2021-03-26,7983,85.23,26,9,None,Urban,West Battalion,37,Hot
Type E,G-376,2021-02-28,8685,63.81,0,3,Radar,Urban,South Battalion,32,Hot
Type E,G-832,2022-04-25,5753,65.51,20,3,Brakes,Rural,North Battalion,27,Cool
Type A,G-803,2022-03-14,230,86.08,11,2,None,Urban,North Battalion,36,Sunny
Type D,G-877,2018-05-31,9218,61.66,34,5,Transmission,Urban,West Battalion,36,Hot
Type E,G-286,2024-02-23,7025,80.73,1,4,None,Semi-Urban,West Battalion,39,Dry
Type E,G-383,2023-03-19,9465,84.94,28,2,None,Urban,West Battalion,35,Hot
Type B,G-358,2023-12-02,4570,96.94,28,4,None,Urban,North Battalion,33,Sunny
Type B,G-506,2015-11-10,7160,93.96,22,4,None,Rural,South Battalion,31,Humid
Type D,G-784,2020-06-29,7003,70.05,30,4,Wiring,Semi-Urban,West Battalion,40,Dry
Type B,G-296,2019-07-05,7145,60.19,31,4,Transmission,Urban,East Battalion,28,Rainy
Type D,G-494,2020-04-30,559,73.83,44,9,None,Semi-Urban,West Battalion,40,Dry
Type C,G-696,2024-04-10,9582,69.06,31,2,None,Rural,North-East Battalion,26,Rainy
Type C,G-497,2015-11-12,9135,68.44,35,3,None,Rural,North Battalion,30,Cool
Type A,G-645,2023-07-27,303,77.03,1,7,Sensors,Rural,North Battalion,30,Cool
Type A,G-174,2017-01-26,242,87.65,30,3,None,Rural,North Battalion,28,Cool
Type D,G-815,2017-06-07,9543,98.64,11,4,Transmission,Urban,West Battalion,34,Hot
Type B,G-406,2024-10-21,7431,95.21,8,3,None,Rural,East Battalion,35,Cloudy
Type C,G-831,2023-10-05,7811,85.73,2,9,None,Rural,North Battalion,29,Cool
Type A,G-742,2020-04-03,3248,82.25,6,10,Sensors,Urban,North Battalion,34,Sunny
Type D,G-183,2020-07-31,213,88.82,2,1,None,Rural,South Battalion,29,Humid
Type D,G-861,2024-06-18,5943,66.07,47,9,None,Urban,South Battalion,34,Hot
Type B,G-173,2023-06-16,9155,78.93,8,2,None,Urban,South Battalion,32,Hot
Type C,G-383,2017-01-31,6599,67.79,1,5,Armor Plating,Rural,North-East Battalion,26,Rainy
Type D,G-346,2019-08-15,239,90.85,23,3,Armor Plating,Urban,West Battalion,38,Hot
Type D,G-490,2023-11-16,1473,71.47,42,3,Sensors,Rural,North Battalion,29,Cool
Type C,G-925,2023-12-01,1683,66.08,9,5,Transmission,Urban,East Battalion,29,Rainy
Type B,G-226,2025-02-11,7192,62.58,49,2,Radar,Rural,South Battalion,31,Humid
Type B,G-999,2022-06-13,9486,70.74,37,3,None,Rural,North Battalion,27,Cool
Type C,G-163,2019-10-06,6068,98.83,30,1,None,Urban,East Battalion,31,Rainy
Type D,G-364,2016-10-09,6585,68.45,33,0,Navigation System,Urban,North Battalion,34,Sunny
Type D,G-603,2015-12-02,3493,76.15,31,3,Navigation System,Urban,South Battalion,32,Hot
Type C,G-728,2015-07-27,6861,89.23,45,6,None,Rural,East Battalion,34,Cloudy
Type A,G-864,2017-03-03,6339,93.46,3,7,Radar,Urban,South Battalion,35,Hot
Type A,G-577,2023-07-05,1360,74.0,47,2,Wiring,Rural,North Battalion,28,Cool
Type E,G-144,2018-12-06,9822,74.22,5,4,Navigation System,Urban,North Battalion,35,Sunny
Type E,G-113,2019-10-30,2925,81.23,40,4,Gun System,Rural,South Battalion,30,Humid
Type B,G-515,2024-07-16,747,87.74,35,3,None,Urban,South Battalion,33,Hot
Type C,G-448,2019-04-18,4257,80.19,40,5,Armor Plating,Semi-Urban,West Battalion,33,Humid
Type B,G-815,2022-11-15,3166,70.96,9,3,Sensors,Rural,North Battalion,26,Cool
Type D,G-106,2023-10-20,5955,68.78,18,4,Engine,Rural,East Battalion,34,Cloudy
Type D,G-663,2020-07-05,3072,68.93,47,2,None,Urban,North Battalion,36,Sunny
Type C,G-665,2023-01-22,4416,62.97,15,7,None,Rural,South Battalion,33,Humid
Type D,G-360,2017-11-09,3831,71.56,29,1,Engine,Urban,East Battalion,32,Rainy
Type A,G-514,2020-07-18,8543,95.44,9,10,Radar,Semi-Urban,West Battalion,36,Dry
Type B,G-670,2017-10-10,4339,91.89,43,8,Navigation System,Rural,North Battalion,26,Cool
Type E,G-792,2016-04-06,9582,68.65,26,3,Transmission,Semi-Urban,West Battalion,37,Dry
Type C,G-248,2022-07-05,9056,80.68,47,9,Sensors,Rural,North Battalion,28,Cool
Type C,G-595,2025-02-07,8072,65.71,18,1,Armor Plating,Urban,North Battalion,37,Sunny
Type A,G-910,2022-05-24,6111,81.76,18,0,None,Urban,North Battalion,37,Sunny
Type A,G-886,2018-07-31,2592,64.42,46,5,Wiring,Urban,East Battalion,30,Rainy
Type B,G-394,2023-02-14,7109,99.04,1,5,None,Urban,West Battalion,36,Hot
Type B,G-497,2015-09-19,3966,77.12,32,5,Engine,Semi-Urban,West Battalion,38,Dry
Type A,G-763,2019-08-31,2878,84.59,39,7,Transmission,Urban,West Battalion,34,Hot
Type A,G-120,2022-02-17,8248,75.18,8,4,Sensors,Semi-Urban,West Battalion,40,Dry
Type D,G-700,2020-12-18,3786,83.97,42,2,None,Rural,South Battalion,33,Humid
Type B,G-507,2015-11-03,2381,77.96,17,8,Gun System,Rural,North-East Battalion,25,Rainy
Type A,G-695,2016-11-23,8534,81.74,28,1,Radar,Rural,East Battalion,35,Cloudy
Type A,G-734,2019-04-08,4580,94.38,10,9,None,Rural,North Battalion,29,Cool
Type C,G-644,2021-05-04,3925,66.22,20,0,None,Urban,East Battalion,31,Rainy
Type D,G-472,2022-06-05,1113,82.49,10,1,Transmission,Rural,South Battalion,33,Humid
Type A,G-761,2015-05-05,2916,85.31,38,2,None,Semi-Urban,West Battalion,32,Humid
Type C,G-870,2023-06-24,8802,92.04,29,7,Brakes,Urban,West Battalion,34,Hot
Type D,G-429,2020-09-12,6401,67.31,14,3,Radar,Rural,North Battalion,29,Cool
Type C,G-734,2020-07-04,9562,97.88,7,1,Navigation System,Urban,West Battalion,36,Hot
Type B,G-993,2017-09-08,3026,87.16,35,8,None,Urban,South Battalion,32,Hot
Type B,G-773,2024-09-11,2053,91.2,17,7,None,Rural,East Battalion,35,Cloudy
Type A,G-303,2021-05-14,3506,63.2,37,1,None,Rural,North-East Battalion,29,Rainy
Type A,G-311,2024-09-26,1304,89.45,9,10,None,Rural,South Battalion,31,Humid
Type B,G-669,2023-03-06,4596,77.24,43,10,Armor Plating,Urban,North Battalion,36,Sunny
Type A,G-892,2019-05-09,8620,86.77,35,5,None,Urban,East Battalion,29,Rainy
Type C,G-586,2023-12-08,7350,85.35,9,2,None,Urban,East Battalion,28,Rainy
Type B,G-372,2015-05-19,9870,68.39,29,3,Armor Plating,Urban,West Battalion,38,Hot
Type E,G-900,2015-05-15,4313,72.36,46,3,Transmission,Urban,East Battalion,32,Rainy
Type D,G-692,2018-04-21,7854,64.36,26,5,Radar,Urban,East Battalion,30,Rainy
Type A,G-405,2023-03-07,6389,76.31,18,2,Navigation System,Semi-Urban,West Battalion,34,Humid
Type B,G-369,2020-01-22,3051,61.8,16,4,None,Rural,North Battalion,28,Cool
Type D,G-304,2019-07-08,4290,86.43,46,3,None,Rural,East Battalion,35,Cloudy
Type D,G-936,2019-10-29,629,72.38,7,7,None,Semi-Urban,West Battalion,33,Humid
Type D,G-352,2021-02-17,5631,99.77,37,5,None,Urban,West Battalion,36,Hot
Type A,G-840,2019-11-05,7810,77.18,39,0,None,Rural,East Battalion,32,Cloudy
Type E,G-536,2017-11-21,2504,80.15,41,7,None,Semi-Urban,West Battalion,40,Dry
Type B,G-853,2020-05-20,5973,75.52,18,3,None,Semi-Urban,West Battalion,30,Humid
Type E,G-983,2023-02-06,3616,80.67,49,3,Gun System,Urban,West Battalion,34,Hot
Type B,G-943,2024-03-12,2671,99.69,20,6,Armor Plating,Rural,North-East Battalion,27,Rainy
Type E,G-456,2016-10-23,1040,85.1,18,2,None,Rural,South Battalion,31,Humid
Type C,G-338,2022-02-15,8207,85.37,26,8,Navigation System,Urban,North Battalion,33,Sunny
Type A,G-442,2022-06-29,8916,92.75,8,2,None,Urban,East Battalion,31,Rainy
Type A,G-995,2023-12-07,5112,91.07,29,4,None,Urban,West Battalion,36,Hot
Type A,G-626,2016-06-07,6631,98.17,50,1,None,Urban,South Battalion,35,Hot
Type D,G-277,2019-08-14,8486,95.9,20,7,Brakes,Urban,East Battalion,32,Rainy
