Aircraft Type,Aircraft ID,Purchase Timestamp,Usage Hours,Performance Metrics,Maintenance Logs,Number of Failures,Parts with Issues,State,Area,Battalion,Temperature,Weather
Type B,A-247,2020-10-22,1993,60.67,33,5,,Punjab,South Zone,Echo Force,32.0,Rainy
Type E,A-576,2022-09-16,2563,67.52,9,5,,Tamil Nadu,Central Command,Alpha Battalion,19.4,Foggy
Type D,A-766,2020-10-10,2007,64.54,3,2,,Assam,West Zone,Delta Squadron,37.0,Windy
Type B,A-941,2022-05-17,3785,69.83,9,3,Gun System,Assam,North Zone,Bravo Battalion,21.6,Rainy
Type E,A-421,2023-06-07,5514,75.07,26,4,Transmission,West Bengal,Central Command,Bravo Battalion,38.5,Foggy
Type B,A-465,2018-11-05,2771,94.42,38,4,,Tamil Nadu,East Zone,Echo Force,39.0,Foggy
Type A,A-307,2023-12-06,4162,92.87,28,4,,Gujarat,Central Command,Bravo Battalion,18.6,Windy
Type E,A-291,2016-12-20,8397,60.56,26,0,Gun System,Uttar Pradesh,East Zone,Delta Squadron,44.8,Foggy
Type C,A-579,2019-09-21,8331,60.11,23,0,Radar,Tamil Nadu,East Zone,Bravo Battalion,24.7,Cloudy
Type E,A-670,2019-07-07,3071,99.38,44,3,,Tamil Nadu,South Zone,Alpha Battalion,42.4,Sunny
Type C,A-322,2022-11-27,8470,69.11,50,6,,Delhi,North Zone,Bravo Battalion,41.2,Sunny
Type C,A-752,2016-03-22,7687,70.08,20,4,Radar,Maharashtra,South Zone,Delta Squadron,33.3,Cloudy
Type C,A-214,2016-07-24,6068,77.66,22,6,,Kerala,East Zone,Charlie Battalion,25.0,Foggy
Type D,A-119,2020-10-17,5416,61.05,4,7,Wiring,Punjab,South Zone,Bravo Battalion,31.1,Cloudy
Type D,A-323,2024-04-18,1314,67.38,48,0,Brakes,Maharashtra,West Zone,Echo Force,35.8,Cloudy
Type E,A-523,2018-05-14,8863,87.17,24,5,Gun System,Assam,South Zone,Delta Squadron,32.1,Rainy
Type E,A-939,2017-09-16,2760,70.44,12,6,Navigation System,Uttar Pradesh,South Zone,Delta Squadron,25.5,Foggy
Type B,A-140,2019-10-09,9921,69.15,27,6,Radar,Rajasthan,South Zone,Bravo Battalion,39.1,Stormy
Type D,A-266,2022-03-08,5811,60.46,30,0,,Delhi,East Zone,Charlie Battalion,11.0,Cloudy
Type C,A-279,2018-06-06,4838,69.24,48,6,,Uttar Pradesh,South Zone,Charlie Battalion,36.6,Sunny
Type B,A-704,2018-05-18,6942,76.52,9,5,,Maharashtra,West Zone,Charlie Battalion,23.9,Sunny
Type B,A-549,2017-04-13,8522,81.36,37,3,,Kerala,South Zone,Echo Force,10.8,Rainy
Type E,A-809,2025-02-14,1377,79.75,11,7,Navigation System,Gujarat,North Zone,Echo Force,28.4,Sunny
Type A,A-903,2015-06-01,5065,72.99,37,3,,Maharashtra,West Zone,Echo Force,29.7,Rainy
Type B,A-413,2019-08-02,2470,88.58,8,3,Gun System,Delhi,South Zone,Alpha Battalion,27.6,Rainy
Type E,A-668,2021-12-14,9735,89.31,44,3,Navigation System,Delhi,South Zone,Delta Squadron,30.6,Sunny
Type A,A-822,2021-06-03,5738,69.48,44,5,Brakes,West Bengal,South Zone,Delta Squadron,14.6,Stormy
Type B,A-436,2022-12-07,258,75.89,2,3,Wiring,Gujarat,Central Command,Alpha Battalion,34.6,Cloudy
Type C,A-360,2022-10-02,5757,97.2,41,3,,Maharashtra,West Zone,Alpha Battalion,33.2,Cloudy
Type C,A-281,2017-10-12,109,87.91,9,7,Gun System,Kerala,East Zone,Delta Squadron,44.1,Rainy
Type E,A-912,2017-01-03,4285,87.0,19,4,,Delhi,Central Command,Bravo Battalion,31.9,Stormy
Type C,A-423,2022-09-12,1707,78.25,10,7,Brakes,Uttar Pradesh,East Zone,Charlie Battalion,40.9,Cloudy
Type E,A-547,2019-01-01,9322,63.75,19,3,Navigation System,Punjab,North Zone,Charlie Battalion,41.0,Rainy
Type E,A-604,2015-11-19,4862,80.21,36,6,,Kerala,West Zone,Alpha Battalion,19.9,Sunny
Type C,A-539,2015-11-24,9986,80.29,33,3,Engine,Rajasthan,West Zone,Bravo Battalion,27.3,Windy
Type B,A-103,2018-05-19,7018,69.72,33,4,,Tamil Nadu,East Zone,Charlie Battalion,44.2,Windy
Type B,A-811,2018-02-18,8057,83.04,48,3,,Rajasthan,West Zone,Alpha Battalion,31.2,Sunny
Type A,A-291,2022-10-05,8991,95.97,16,5,,Assam,South Zone,Charlie Battalion,40.3,Cloudy
Type B,A-110,2016-08-07,7248,74.94,18,2,,West Bengal,East Zone,Delta Squadron,42.5,Windy
Type E,A-779,2015-07-13,1752,86.37,38,6,,Gujarat,South Zone,Charlie Battalion,38.9,Sunny
Type C,A-682,2019-01-03,7138,64.82,33,5,,Delhi,South Zone,Alpha Battalion,40.0,Rainy
Type A,A-760,2015-09-08,4943,96.02,7,2,,Kerala,North Zone,Bravo Battalion,18.6,Sunny
Type C,A-503,2022-09-25,9303,91.64,3,7,,Delhi,South Zone,Charlie Battalion,29.7,Foggy
Type A,A-575,2022-09-07,7057,72.49,5,4,Armor Plating,West Bengal,East Zone,Alpha Battalion,35.6,Windy
Type B,A-554,2020-08-07,9746,67.18,12,8,,Punjab,South Zone,Alpha Battalion,23.2,Stormy
Type A,A-203,2020-07-30,2202,94.15,1,2,Gun System,Tamil Nadu,North Zone,Echo Force,14.6,Sunny
Type A,A-689,2021-10-18,6089,88.96,42,3,Wiring,Uttar Pradesh,North Zone,Echo Force,37.8,Stormy
Type C,A-215,2020-01-21,7026,82.38,29,2,Armor Plating,Gujarat,South Zone,Echo Force,19.5,Windy
Type C,A-439,2024-07-08,6223,77.7,40,4,Wiring,Punjab,East Zone,Alpha Battalion,42.8,Sunny
Type A,A-620,2019-11-06,5668,75.32,50,8,Transmission,Uttar Pradesh,East Zone,Bravo Battalion,17.4,Sunny
Type A,A-112,2021-03-30,4611,84.08,11,4,,Uttar Pradesh,East Zone,Echo Force,40.7,Rainy
Type A,A-108,2021-12-01,1020,60.5,24,6,,Assam,South Zone,Echo Force,25.2,Sunny
Type B,A-506,2022-03-29,3489,88.96,21,3,,Rajasthan,Central Command,Alpha Battalion,44.1,Foggy
Type C,A-218,2022-02-09,2407,98.57,32,2,Sensors,Gujarat,Central Command,Echo Force,11.2,Rainy
Type E,A-818,2018-09-20,799,60.2,50,0,Radar,Delhi,East Zone,Bravo Battalion,27.8,Windy
Type D,A-584,2024-01-24,6039,98.77,6,3,,Rajasthan,Central Command,Charlie Battalion,36.5,Windy
Type E,A-689,2016-02-13,9965,73.18,14,4,Brakes,Tamil Nadu,Central Command,Bravo Battalion,12.0,Rainy
Type D,A-334,2020-03-19,8919,84.72,14,6,,Gujarat,North Zone,Bravo Battalion,39.1,Foggy
Type A,A-214,2017-01-03,769,60.45,26,7,,West Bengal,North Zone,Bravo Battalion,13.6,Stormy
Type B,A-310,2022-12-01,5909,97.26,48,3,,Maharashtra,East Zone,Charlie Battalion,18.7,Rainy
Type E,A-740,2019-12-12,2097,89.49,43,0,Sensors,Kerala,North Zone,Alpha Battalion,21.6,Windy
Type B,A-356,2020-02-09,4018,89.68,34,10,Navigation System,Gujarat,East Zone,Bravo Battalion,12.7,Cloudy
Type E,A-968,2016-07-22,7070,66.48,49,0,Brakes,Tamil Nadu,North Zone,Delta Squadron,14.6,Windy
Type E,A-951,2016-03-09,2839,97.4,12,2,Radar,Punjab,East Zone,Echo Force,17.6,Cloudy
Type E,A-898,2022-02-20,8775,79.56,4,3,,Punjab,West Zone,Bravo Battalion,18.6,Foggy
Type C,A-509,2017-06-06,8457,85.27,44,4,,Tamil Nadu,West Zone,Echo Force,41.0,Cloudy
Type A,A-563,2019-07-01,4729,96.13,34,3,,Kerala,West Zone,Bravo Battalion,22.7,Stormy
Type A,A-329,2019-01-11,8899,97.36,8,7,,West Bengal,East Zone,Alpha Battalion,20.1,Sunny
Type C,A-301,2020-11-22,7152,78.2,5,1,,Rajasthan,East Zone,Bravo Battalion,35.6,Stormy
Type B,A-131,2018-03-01,2532,87.48,47,7,Engine,Punjab,North Zone,Bravo Battalion,16.4,Cloudy
Type A,A-882,2019-01-26,2397,75.87,6,2,Engine,Kerala,North Zone,Delta Squadron,16.2,Windy
Type B,A-278,2017-05-09,1362,61.86,48,6,,Assam,East Zone,Alpha Battalion,36.6,Stormy
Type B,A-198,2015-04-11,6043,79.23,2,2,,Tamil Nadu,South Zone,Alpha Battalion,38.4,Stormy
Type C,A-624,2017-10-02,2059,75.16,24,8,Brakes,Rajasthan,Central Command,Alpha Battalion,29.5,Foggy
Type D,A-658,2024-08-10,9240,86.01,18,4,Gun System,Kerala,East Zone,Echo Force,21.7,Foggy
Type E,A-152,2022-11-30,6375,85.16,44,8,,West Bengal,West Zone,Charlie Battalion,34.5,Stormy
Type E,A-736,2023-04-24,8075,82.65,9,4,,Uttar Pradesh,East Zone,Charlie Battalion,22.7,Windy
Type B,A-475,2021-01-11,2952,91.57,11,4,,Kerala,East Zone,Charlie Battalion,32.5,Sunny
Type A,A-443,2020-08-01,431,71.63,23,6,Gun System,Gujarat,South Zone,Alpha Battalion,29.2,Foggy
Type D,A-835,2018-07-11,5173,73.21,11,7,,Delhi,North Zone,Delta Squadron,35.6,Windy
Type B,A-521,2023-07-30,8992,77.03,19,3,Armor Plating,Punjab,North Zone,Echo Force,10.2,Sunny
Type A,A-814,2019-12-03,7126,80.76,39,5,,Punjab,Central Command,Charlie Battalion,20.4,Foggy
Type D,A-512,2015-03-13,9545,68.04,45,4,Transmission,Maharashtra,East Zone,Delta Squadron,24.9,Foggy
Type C,A-814,2018-12-18,5828,69.53,24,0,Gun System,Punjab,South Zone,Bravo Battalion,30.5,Foggy
Type C,A-897,2019-03-11,6508,70.57,19,1,Navigation System,Rajasthan,Central Command,Delta Squadron,15.3,Stormy
Type C,A-900,2023-02-01,3607,92.89,42,2,Transmission,West Bengal,West Zone,Delta Squadron,38.4,Windy
Type A,A-184,2017-08-11,3541,74.9,31,2,Brakes,Tamil Nadu,East Zone,Charlie Battalion,20.6,Foggy
Type C,A-960,2019-12-21,5991,72.82,41,9,,Delhi,West Zone,Delta Squadron,17.0,Cloudy
Type B,A-888,2022-06-14,8012,93.11,37,6,,Rajasthan,North Zone,Delta Squadron,27.6,Windy
Type D,A-310,2021-08-28,2123,94.42,25,7,,Delhi,North Zone,Bravo Battalion,34.7,Sunny
Type C,A-284,2016-08-25,3384,83.65,30,6,,Delhi,South Zone,Alpha Battalion,17.2,Cloudy
Type E,A-596,2022-10-09,5016,73.56,35,7,Wiring,Gujarat,Central Command,Delta Squadron,20.8,Windy
Type E,A-306,2024-04-17,1102,93.28,5,7,Transmission,Gujarat,Central Command,Alpha Battalion,18.3,Stormy
Type D,A-787,2017-08-30,7680,84.67,19,3,Navigation System,West Bengal,West Zone,Echo Force,28.0,Cloudy
Type B,A-702,2016-05-06,9019,66.11,41,3,Sensors,Delhi,South Zone,Delta Squadron,17.9,Stormy
Type B,A-975,2018-04-11,2031,73.43,27,8,Armor Plating,Uttar Pradesh,East Zone,Bravo Battalion,26.5,Sunny
Type E,A-566,2018-10-12,140,67.4,8,1,,Uttar Pradesh,South Zone,Echo Force,28.3,Rainy
Type B,A-209,2020-05-03,4329,90.97,4,7,,Punjab,East Zone,Charlie Battalion,39.9,Foggy
Type C,A-824,2022-04-24,7150,64.56,24,1,Transmission,Kerala,North Zone,Bravo Battalion,20.8,Foggy
Type A,A-744,2018-04-25,1294,74.75,31,2,,Punjab,South Zone,Delta Squadron,14.9,Rainy
Type B,A-287,2016-05-14,3762,94.84,21,9,Brakes,Gujarat,West Zone,Alpha Battalion,29.7,Sunny
Type B,A-876,2023-04-14,7632,79.63,2,2,Engine,Delhi,West Zone,Charlie Battalion,14.9,Windy
Type B,A-690,2015-08-15,3446,92.26,27,1,Brakes,Assam,Central Command,Echo Force,19.7,Foggy
Type E,A-657,2024-02-29,3952,68.62,34,7,Engine,Punjab,South Zone,Bravo Battalion,37.9,Windy
Type A,A-364,2023-01-27,9745,61.15,8,2,,Rajasthan,North Zone,Bravo Battalion,28.1,Cloudy
Type A,A-977,2021-02-06,9480,62.61,47,5,Gun System,West Bengal,North Zone,Bravo Battalion,43.8,Stormy
Type C,A-411,2019-07-23,2585,77.84,30,3,Sensors,Assam,Central Command,Delta Squadron,13.9,Foggy
Type E,A-817,2024-01-01,6894,62.86,43,5,Brakes,Maharashtra,North Zone,Echo Force,31.2,Stormy
Type B,A-853,2018-03-26,6205,91.47,35,3,,Rajasthan,Central Command,Alpha Battalion,14.0,Cloudy
Type D,A-779,2015-07-01,4745,76.74,29,7,Sensors,Maharashtra,East Zone,Charlie Battalion,39.7,Sunny
Type B,A-878,2022-03-29,8477,77.91,47,8,Engine,Punjab,North Zone,Alpha Battalion,29.9,Sunny
Type E,A-214,2024-04-06,9807,91.4,15,3,,Punjab,Central Command,Delta Squadron,36.1,Rainy
Type A,A-957,2019-12-05,6620,68.74,45,3,Transmission,Maharashtra,West Zone,Alpha Battalion,18.5,Sunny
Type D,A-538,2018-05-30,6624,71.96,19,3,Radar,Assam,East Zone,Bravo Battalion,15.4,Windy
Type A,A-827,2019-02-04,9913,73.91,4,1,,Delhi,East Zone,Bravo Battalion,20.8,Cloudy
Type B,A-687,2017-09-28,7117,81.48,16,1,,Maharashtra,East Zone,Bravo Battalion,20.2,Stormy
Type D,A-134,2018-02-17,1322,90.16,7,3,Engine,Rajasthan,West Zone,Charlie Battalion,32.7,Foggy
Type B,A-922,2016-12-12,1697,80.74,46,2,Navigation System,West Bengal,South Zone,Bravo Battalion,36.5,Cloudy
Type B,A-989,2016-10-04,9288,97.66,0,1,Wiring,Kerala,South Zone,Charlie Battalion,21.3,Cloudy
Type D,A-103,2015-07-28,9757,85.33,19,8,,Assam,West Zone,Charlie Battalion,19.0,Rainy
Type A,A-422,2022-12-03,3640,73.34,10,5,Sensors,Kerala,East Zone,Echo Force,10.7,Windy
Type B,A-938,2019-05-02,1472,92.55,12,3,,Tamil Nadu,Central Command,Charlie Battalion,22.6,Rainy
Type C,A-236,2022-07-09,1437,94.61,46,3,Engine,Maharashtra,East Zone,Alpha Battalion,34.9,Rainy
Type E,A-853,2022-11-02,2794,86.18,33,2,,Punjab,North Zone,Bravo Battalion,42.7,Sunny
Type D,A-619,2018-11-24,402,76.42,37,2,,West Bengal,West Zone,Charlie Battalion,44.8,Stormy
Type E,A-588,2019-03-10,3434,76.76,28,2,Transmission,Tamil Nadu,North Zone,Delta Squadron,32.3,Sunny
Type A,A-883,2022-02-07,8135,73.85,30,1,Transmission,Uttar Pradesh,West Zone,Alpha Battalion,25.8,Windy
Type A,A-786,2015-10-24,3193,70.29,2,0,,Maharashtra,North Zone,Echo Force,12.7,Stormy
Type C,A-698,2020-09-24,9409,70.31,25,10,Brakes,West Bengal,North Zone,Echo Force,20.3,Rainy
Type A,A-872,2017-07-29,8506,94.47,20,8,,Punjab,Central Command,Charlie Battalion,18.8,Foggy
Type E,A-107,2024-02-04,8017,64.52,40,3,,Assam,North Zone,Delta Squadron,34.8,Foggy
Type C,A-645,2023-06-01,8174,82.85,35,5,,Maharashtra,Central Command,Echo Force,19.4,Sunny
Type B,A-195,2021-06-21,491,87.85,6,2,Wiring,West Bengal,North Zone,Bravo Battalion,12.7,Rainy
Type E,A-598,2018-09-29,8180,83.94,44,3,Brakes,Gujarat,South Zone,Alpha Battalion,29.2,Cloudy
Type A,A-999,2015-12-24,3603,71.91,34,1,,Uttar Pradesh,East Zone,Echo Force,17.6,Foggy
Type A,A-860,2023-09-22,8093,81.14,35,2,Gun System,West Bengal,Central Command,Delta Squadron,16.1,Foggy
Type B,A-548,2024-04-12,7974,91.82,14,4,Navigation System,Delhi,North Zone,Charlie Battalion,28.8,Cloudy
Type D,A-645,2024-02-13,6774,86.23,26,5,,Gujarat,North Zone,Delta Squadron,35.2,Windy
Type D,A-822,2023-07-22,7432,74.31,8,1,Gun System,Uttar Pradesh,North Zone,Echo Force,21.9,Windy
Type E,A-437,2022-03-09,8583,65.09,46,5,Gun System,Uttar Pradesh,South Zone,Delta Squadron,23.6,Rainy
Type B,A-826,2016-02-14,5833,71.36,10,1,Brakes,Kerala,North Zone,Alpha Battalion,26.4,Foggy
Type C,A-134,2015-06-21,9265,92.61,22,8,,Gujarat,West Zone,Alpha Battalion,38.5,Windy
Type E,A-801,2019-04-03,3910,68.73,10,1,Transmission,Gujarat,South Zone,Echo Force,23.6,Windy
Type B,A-463,2024-12-14,8264,78.65,14,6,Transmission,Delhi,North Zone,Alpha Battalion,11.7,Windy
Type C,A-232,2025-02-12,661,72.35,49,6,Armor Plating,Kerala,Central Command,Echo Force,14.7,Stormy
Type B,A-430,2016-02-02,9767,89.12,48,4,Armor Plating,Rajasthan,South Zone,Alpha Battalion,24.8,Windy
Type A,A-559,2017-05-31,8705,64.21,11,5,,Gujarat,East Zone,Echo Force,11.7,Windy
Type B,A-255,2023-08-11,1245,99.41,22,1,,West Bengal,South Zone,Echo Force,15.3,Rainy
Type C,A-533,2017-12-08,9049,96.5,26,4,Navigation System,Assam,Central Command,Alpha Battalion,43.5,Rainy
Type B,A-854,2018-07-08,9083,97.98,9,6,,Kerala,South Zone,Charlie Battalion,36.0,Rainy
Type A,A-554,2016-10-16,2351,68.53,31,3,Armor Plating,Gujarat,Central Command,Alpha Battalion,29.5,Foggy
Type C,A-867,2015-04-24,9350,87.14,1,6,Armor Plating,West Bengal,West Zone,Charlie Battalion,34.0,Rainy
Type A,A-574,2019-11-28,6797,60.85,9,1,Radar,Tamil Nadu,Central Command,Charlie Battalion,41.6,Windy
Type B,A-534,2023-03-20,2578,60.79,3,3,,Delhi,South Zone,Alpha Battalion,14.2,Windy
Type C,A-328,2018-10-31,5501,85.96,23,6,Transmission,Punjab,East Zone,Charlie Battalion,21.5,Stormy
Type C,A-774,2021-04-17,6794,97.51,7,9,,Rajasthan,Central Command,Charlie Battalion,41.0,Sunny
Type D,A-401,2015-09-30,5013,65.15,47,4,,Gujarat,South Zone,Alpha Battalion,15.0,Stormy
Type E,A-168,2015-05-28,270,68.17,20,5,Transmission,Rajasthan,East Zone,Echo Force,33.9,Foggy
Type B,A-168,2023-11-17,8055,86.36,44,6,Sensors,Delhi,South Zone,Delta Squadron,15.7,Windy
Type D,A-298,2021-08-23,9402,63.61,9,7,,Punjab,South Zone,Delta Squadron,12.4,Stormy
Type D,A-625,2024-08-29,5453,70.16,18,1,,Punjab,North Zone,Delta Squadron,25.7,Rainy
Type A,A-807,2024-01-13,2911,70.92,32,4,,Rajasthan,North Zone,Echo Force,18.8,Rainy
Type E,A-413,2023-10-28,2775,80.05,39,3,,Tamil Nadu,North Zone,Bravo Battalion,17.9,Cloudy
Type D,A-778,2019-09-22,9355,76.26,7,3,,Maharashtra,North Zone,Bravo Battalion,23.5,Stormy
Type E,A-970,2024-07-21,6493,64.46,24,7,,Gujarat,Central Command,Delta Squadron,33.7,Rainy
Type B,A-122,2018-10-10,9660,77.66,29,1,Navigation System,Tamil Nadu,North Zone,Alpha Battalion,29.0,Stormy
Type C,A-795,2019-04-02,8993,80.83,17,0,Brakes,Delhi,South Zone,Charlie Battalion,23.7,Foggy
Type E,A-559,2022-10-18,158,99.19,12,6,Wiring,Kerala,Central Command,Charlie Battalion,43.3,Sunny
Type C,A-111,2021-01-06,2889,63.34,12,3,Transmission,Maharashtra,South Zone,Charlie Battalion,41.4,Windy
Type E,A-508,2024-12-15,5099,91.38,1,3,,Rajasthan,East Zone,Bravo Battalion,18.4,Rainy
Type E,A-965,2021-06-29,7537,86.43,32,4,Transmission,Tamil Nadu,East Zone,Alpha Battalion,39.5,Rainy
Type B,A-166,2019-08-09,3173,74.66,18,9,Navigation System,Uttar Pradesh,South Zone,Delta Squadron,22.4,Windy
Type B,A-121,2022-05-01,2790,68.53,42,1,,Uttar Pradesh,West Zone,Delta Squadron,44.1,Stormy
Type C,A-868,2018-12-12,4830,91.73,30,1,Navigation System,Punjab,West Zone,Alpha Battalion,10.9,Windy
Type D,A-187,2021-12-11,4382,94.4,20,9,,Kerala,South Zone,Charlie Battalion,27.4,Windy
Type C,A-165,2024-07-09,3215,92.81,13,2,Sensors,Delhi,West Zone,Echo Force,34.5,Cloudy
Type A,A-308,2020-09-08,429,86.82,1,2,Sensors,West Bengal,East Zone,Charlie Battalion,15.9,Sunny
Type E,A-816,2019-10-02,2878,86.61,23,2,,Rajasthan,North Zone,Delta Squadron,20.2,Cloudy
Type E,A-598,2022-07-25,2290,93.65,37,3,,Uttar Pradesh,North Zone,Charlie Battalion,44.7,Foggy
Type C,A-109,2023-03-29,6933,73.08,21,5,Gun System,Kerala,North Zone,Delta Squadron,38.5,Sunny
Type B,A-328,2024-09-10,3988,69.12,15,5,Engine,Gujarat,West Zone,Echo Force,43.0,Foggy
Type E,A-588,2015-06-30,4287,72.24,50,4,,Punjab,North Zone,Bravo Battalion,30.6,Cloudy
Type C,A-999,2018-02-11,3140,92.2,7,5,,Delhi,East Zone,Charlie Battalion,20.6,Foggy
Type C,A-924,2021-04-03,1330,72.37,16,4,Sensors,Tamil Nadu,East Zone,Echo Force,29.7,Rainy
Type B,A-527,2018-02-09,783,96.26,46,3,Gun System,Tamil Nadu,East Zone,Echo Force,25.1,Windy
Type D,A-681,2023-05-06,942,69.81,41,2,,Gujarat,South Zone,Echo Force,30.6,Cloudy
Type B,A-716,2019-10-02,759,95.14,13,2,,Rajasthan,West Zone,Charlie Battalion,13.4,Foggy
Type C,A-139,2024-07-21,6550,61.82,10,3,,Rajasthan,East Zone,Alpha Battalion,31.4,Foggy
Type C,A-157,2023-04-24,7892,76.54,26,3,,Rajasthan,East Zone,Bravo Battalion,41.4,Stormy
Type D,A-699,2016-10-26,3541,72.62,50,6,Sensors,Maharashtra,South Zone,Alpha Battalion,21.7,Windy
Type E,A-377,2018-05-25,5165,76.53,2,4,Gun System,Uttar Pradesh,East Zone,Echo Force,20.3,Foggy
Type E,A-956,2016-05-12,4918,69.14,34,5,Gun System,Delhi,East Zone,Alpha Battalion,35.8,Sunny
Type C,A-786,2021-12-16,4976,97.05,32,4,,Maharashtra,South Zone,Charlie Battalion,31.6,Windy
Type C,A-757,2021-05-24,5360,66.28,17,3,Sensors,Uttar Pradesh,Central Command,Echo Force,36.5,Windy
Type D,A-122,2017-09-13,3315,95.01,9,4,,Maharashtra,South Zone,Alpha Battalion,10.1,Windy
Type B,A-365,2020-02-24,1128,71.36,49,5,Wiring,Uttar Pradesh,Central Command,Alpha Battalion,24.3,Cloudy
Type D,A-963,2021-06-07,9125,87.1,15,2,Navigation System,Assam,West Zone,Echo Force,36.8,Cloudy
Type C,A-202,2016-02-21,8464,95.04,20,3,Radar,Punjab,Central Command,Echo Force,22.1,Foggy
Type A,A-458,2020-08-19,200,70.87,15,2,Navigation System,Rajasthan,East Zone,Delta Squadron,36.3,Foggy
Type E,A-785,2022-06-11,1939,75.04,32,8,,Uttar Pradesh,North Zone,Delta Squadron,32.0,Cloudy
Type A,A-388,2020-01-26,3334,64.59,20,5,,Rajasthan,East Zone,Echo Force,12.4,Sunny
Type A,A-961,2022-03-01,8673,83.08,44,4,,Punjab,West Zone,Charlie Battalion,27.4,Windy
Type C,A-758,2023-12-06,6290,68.3,17,4,Wiring,Tamil Nadu,East Zone,Echo Force,14.3,Windy
Type E,A-467,2016-06-18,7551,75.98,22,2,Brakes,Tamil Nadu,North Zone,Delta Squadron,17.3,Sunny
Type D,A-127,2021-03-29,3739,79.89,1,4,,Uttar Pradesh,Central Command,Bravo Battalion,26.6,Sunny
Type A,A-124,2025-02-14,4245,89.14,2,4,Transmission,Tamil Nadu,West Zone,Charlie Battalion,40.7,Foggy
Type B,A-819,2015-08-26,9375,63.08,34,6,Transmission,Rajasthan,West Zone,Delta Squadron,30.5,Sunny
Type B,A-993,2016-05-11,2692,93.38,15,3,Sensors,Rajasthan,East Zone,Charlie Battalion,21.1,Foggy
Type D,A-120,2022-09-11,9526,84.25,23,6,,Tamil Nadu,South Zone,Delta Squadron,10.3,Windy
Type C,A-158,2024-05-13,3360,60.99,23,5,,Uttar Pradesh,Central Command,Bravo Battalion,23.2,Stormy
Type D,A-460,2017-01-22,7010,77.56,49,8,Navigation System,Uttar Pradesh,South Zone,Echo Force,43.6,Rainy
Type C,A-331,2015-12-06,7954,66.95,0,3,Brakes,Uttar Pradesh,East Zone,Alpha Battalion,26.5,Stormy
Type E,A-230,2015-09-07,3247,92.92,27,4,,Assam,West Zone,Delta Squadron,44.1,Windy
Type E,A-584,2020-03-14,5026,68.21,29,7,Transmission,Rajasthan,East Zone,Alpha Battalion,28.6,Stormy
Type B,A-979,2019-01-09,9086,86.55,24,3,,Assam,West Zone,Bravo Battalion,38.2,Cloudy
Type B,A-624,2019-11-06,677,69.01,17,1,,Punjab,East Zone,Charlie Battalion,34.5,Windy
Type D,A-796,2017-03-05,9376,66.74,19,2,Radar,Delhi,South Zone,Echo Force,26.5,Stormy
Type E,A-403,2022-05-02,5030,95.36,24,3,,Assam,West Zone,Alpha Battalion,16.9,Foggy
Type A,A-538,2020-11-23,9779,99.96,24,4,,Assam,Central Command,Alpha Battalion,28.7,Foggy
Type A,A-700,2020-12-20,4481,97.2,49,1,,Uttar Pradesh,West Zone,Delta Squadron,20.1,Sunny
Type E,A-574,2017-02-23,1558,79.19,11,3,Gun System,Rajasthan,West Zone,Alpha Battalion,13.0,Foggy
Type E,A-487,2017-09-03,8926,64.71,47,7,,Maharashtra,West Zone,Echo Force,41.9,Windy
Type C,A-431,2018-09-06,4520,69.52,33,4,Gun System,West Bengal,East Zone,Charlie Battalion,25.3,Stormy
Type C,A-836,2016-05-07,2372,99.86,19,2,Wiring,Tamil Nadu,Central Command,Bravo Battalion,35.7,Foggy
Type E,A-169,2020-04-19,2015,60.61,38,7,,Uttar Pradesh,West Zone,Bravo Battalion,39.5,Foggy
Type E,A-516,2015-03-31,6388,62.45,42,3,,Tamil Nadu,North Zone,Echo Force,39.8,Sunny
Type C,A-466,2020-01-12,6869,96.32,11,7,Brakes,Tamil Nadu,South Zone,Echo Force,32.1,Cloudy
Type D,A-236,2015-09-06,2562,76.43,21,9,,Rajasthan,East Zone,Alpha Battalion,23.9,Cloudy
Type D,A-989,2018-06-20,7579,83.21,29,6,Transmission,Gujarat,South Zone,Echo Force,10.3,Cloudy
Type D,A-758,2021-02-03,6110,81.12,50,2,,Uttar Pradesh,East Zone,Charlie Battalion,37.0,Stormy
Type E,A-580,2023-05-13,1190,86.73,31,5,,West Bengal,North Zone,Echo Force,33.5,Rainy
Type B,A-341,2021-06-05,2800,73.89,20,1,Radar,Kerala,South Zone,Echo Force,31.6,Cloudy
Type A,A-888,2017-04-22,9629,65.01,27,9,,Rajasthan,West Zone,Charlie Battalion,30.7,Rainy
Type D,A-199,2020-04-09,9876,78.91,40,7,,Tamil Nadu,West Zone,Charlie Battalion,28.7,Sunny
Type A,A-141,2018-12-01,7972,79.5,20,2,,Kerala,South Zone,Echo Force,14.6,Rainy
Type D,A-125,2016-11-14,513,86.32,12,5,Armor Plating,Punjab,North Zone,Echo Force,10.9,Windy
Type C,A-308,2022-11-21,7807,85.27,47,6,Navigation System,Kerala,South Zone,Charlie Battalion,10.9,Windy
Type D,A-192,2023-01-30,7447,60.59,45,2,Transmission,Assam,East Zone,Charlie Battalion,11.5,Windy
Type B,A-833,2022-04-21,6147,96.27,24,3,,Maharashtra,Central Command,Alpha Battalion,13.8,Foggy
Type E,A-245,2018-09-04,5871,74.25,9,6,,Uttar Pradesh,North Zone,Echo Force,27.5,Windy
Type C,A-765,2024-12-21,617,74.18,30,2,,Kerala,South Zone,Bravo Battalion,11.1,Foggy
