Vehicle Type,Vehicle ID,Purchase Timestamp,Usage Hours,Performance Metrics,Maintenance Logs,Number of Failures,Parts with Issues,State,Area,Battalion,Temperature,Weather Conditions
Type E,V-295,2015-12-10,2183,61.68,38,10,Sensors,Sikkim,Mountainous,Punjab Regiment,2,Extreme Cold
Type D,V-883,2018-09-30,4016,64.99,47,3,None,Sikkim,Mountainous,Sikh Light Infantry,-9,Foggy
Type B,V-580,2015-08-20,5509,60.26,7,5,Radar,Punjab,Plains,Kumaon Regiment,14,Mild Cold
Type E,V-444,2020-07-03,8898,72.13,7,3,None,Assam,Plains,Dogra Regiment,14,Foggy
Type A,V-161,2015-05-30,7310,88.57,22,2,Engine,Sikkim,Mountainous,Punjab Regiment,4,Snowfall
Type E,V-836,2023-06-03,8604,98.73,42,7,None,Nagaland,Jungle,Gorkha Rifles,29,Humid
Type D,V-346,2015-11-18,3444,94.39,50,1,Brakes,Jammu & Kashmir,Mountainous,Punjab Regiment,-3,Foggy
Type D,V-410,2022-08-13,6237,95.08,8,4,Engine,Uttarakhand,Mountainous,Rajput Regiment,-3,Extreme Cold
Type A,V-127,2023-12-03,2088,99.54,23,2,None,Arunachal Pradesh,Jungle,Naga Regiment,21,Humid
Type B,V-847,2023-09-04,2803,92.28,23,3,None,Rajasthan,Desert,Assam Rifles,36,Hot and Dry
Type B,V-102,2022-03-05,1609,88.69,0,3,None,Punjab,Plains,Punjab Regiment,24,Mild Cold
Type A,V-786,2016-02-15,6831,79.27,34,3,None,Himachal Pradesh,Hilly,Assam Rifles,10,Cool Climate
Type C,V-543,2024-10-24,4078,66.19,8,6,None,Nagaland,Jungle,Jat Regiment,35,Foggy
Type A,V-397,2018-12-03,3588,71.8,26,3,None,Nagaland,Jungle,Jat Regiment,22,Humid
Type B,V-491,2021-04-29,7582,98.44,12,2,None,Manipur,Jungle,Kumaon Regiment,33,Foggy
Type B,V-810,2022-01-29,134,98.01,27,10,Sensors,Nagaland,Jungle,Rajput Regiment,25,Humid
Type D,V-262,2017-03-10,9267,86.78,28,8,None,Jammu & Kashmir,Mountainous,Kumaon Regiment,-1,Snowfall
Type C,V-611,2022-05-09,1651,92.37,23,7,Wiring,Arunachal Pradesh,Jungle,Dogra Regiment,29,Heavy Rain
Type A,V-116,2018-02-11,9770,68.5,11,3,Sensors,Manipur,Jungle,Gorkha Rifles,34,Humid
Type D,V-871,2018-09-21,9919,96.39,12,3,None,Nagaland,Jungle,Jat Regiment,31,Heavy Rain
Type C,V-396,2019-07-08,7208,79.73,6,1,None,Uttarakhand,Mountainous,Rajput Regiment,3,Extreme Cold
Type E,V-336,2021-02-14,6805,81.17,32,5,None,Himachal Pradesh,Hilly,Naga Regiment,11,Rainy
Type C,V-246,2020-04-17,1405,62.85,10,4,None,Rajasthan,Desert,Kumaon Regiment,32,Clear Skies
Type C,V-314,2022-12-26,4244,73.21,38,4,None,Nagaland,Jungle,Kumaon Regiment,23,Humid
Type D,V-204,2016-10-06,7583,65.5,6,1,None,Sikkim,Mountainous,Rajput Regiment,-6,Extreme Cold
Type E,V-496,2024-10-13,5156,79.38,30,3,None,Punjab,Plains,Bihar Regiment,30,Mild Cold
Type D,V-406,2022-10-30,8038,62.82,29,5,Engine,Punjab,Plains,Kumaon Regiment,12,Mild Cold
Type E,V-414,2016-10-29,3414,64.74,45,1,None,Arunachal Pradesh,Jungle,Sikh Light Infantry,26,Heavy Rain
Type B,V-213,2017-11-02,1164,88.26,13,3,None,Assam,Plains,Rajput Regiment,27,Mild Cold
Type E,V-199,2017-07-02,9484,80.74,32,8,None,Jammu & Kashmir,Mountainous,Gorkha Rifles,-10,Foggy
Type A,V-872,2025-02-24,9253,82.1,50,6,Radar,Rajasthan,Desert,Kumaon Regiment,45,Clear Skies
Type E,V-882,2016-08-26,7481,66.85,8,3,Navigation System,Punjab,Plains,Sikh Light Infantry,27,Clear Skies
Type C,V-906,2015-10-01,8727,86.29,39,5,Brakes,Rajasthan,Desert,Sikh Light Infantry,35,Hot and Dry
Type C,V-426,2018-01-23,7986,62.42,24,8,None,Rajasthan,Desert,Assam Rifles,47,Hot and Dry
Type E,V-755,2019-08-26,2231,69.92,12,6,None,Jammu & Kashmir,Mountainous,Jat Regiment,5,Foggy
Type B,V-640,2024-06-29,1534,70.2,48,4,Radar,Himachal Pradesh,Hilly,Naga Regiment,6,Foggy
Type C,V-345,2019-01-17,6966,89.32,29,5,Wiring,Nagaland,Jungle,Kumaon Regiment,32,Foggy
Type D,V-878,2017-11-22,6777,96.08,18,2,None,Punjab,Plains,Bihar Regiment,23,Mild Cold
Type D,V-758,2017-05-31,6053,91.48,20,4,None,Uttarakhand,Mountainous,Dogra Regiment,-8,Snowfall
Type B,V-941,2017-05-12,2148,95.27,8,5,Gun System,Uttarakhand,Mountainous,Gorkha Rifles,0,Snowfall
Type A,V-552,2017-06-08,214,73.2,17,7,None,Uttarakhand,Mountainous,Dogra Regiment,-1,Snowfall
Type A,V-856,2024-05-25,3077,76.46,4,6,None,Arunachal Pradesh,Jungle,Gorkha Rifles,31,Heavy Rain
Type E,V-603,2022-07-11,8521,69.35,50,6,Transmission,Punjab,Plains,Kumaon Regiment,29,Foggy
Type D,V-106,2019-01-08,2114,80.79,33,2,Wiring,Assam,Plains,Kumaon Regiment,26,Mild Cold
Type B,V-202,2018-08-04,9968,82.96,30,2,Radar,Himachal Pradesh,Hilly,Punjab Regiment,15,Rainy
Type A,V-693,2022-05-16,6254,91.03,12,1,None,Punjab,Plains,Bihar Regiment,26,Clear Skies
Type E,V-608,2022-10-02,8754,91.18,8,3,Radar,Jammu & Kashmir,Mountainous,Kumaon Regiment,2,Snowfall
Type C,V-882,2023-08-12,3439,67.19,19,2,Engine,Uttarakhand,Mountainous,Naga Regiment,2,Foggy
Type A,V-763,2020-08-30,2028,69.62,36,9,None,Arunachal Pradesh,Jungle,Kumaon Regiment,27,Heavy Rain
Type E,V-374,2024-10-03,7857,89.1,26,8,Navigation System,Himachal Pradesh,Hilly,Sikh Light Infantry,16,Cool Climate
Type A,V-216,2018-04-06,7037,80.46,34,5,None,Rajasthan,Desert,Gorkha Rifles,43,Dust Storms
Type A,V-230,2017-10-19,553,73.11,30,3,Engine,Punjab,Plains,Bihar Regiment,20,Clear Skies
Type E,V-936,2020-09-11,7006,69.1,15,8,None,Sikkim,Mountainous,Dogra Regiment,-1,Foggy
Type E,V-660,2018-02-23,166,64.74,6,3,None,Uttarakhand,Mountainous,Rajput Regiment,-8,Extreme Cold
Type D,V-406,2017-12-26,3885,81.12,0,4,Radar,Nagaland,Jungle,Sikh Light Infantry,20,Foggy
Type D,V-283,2020-08-08,1094,61.21,1,2,Wiring,Himachal Pradesh,Hilly,Punjab Regiment,10,Foggy
Type A,V-603,2015-07-16,2543,80.2,21,5,Navigation System,Punjab,Plains,Sikh Light Infantry,30,Mild Cold
Type A,V-210,2023-04-22,7569,84.02,15,2,Transmission,Assam,Plains,Dogra Regiment,27,Foggy
Type A,V-366,2018-05-16,4280,96.7,39,4,Armor Plating,Assam,Plains,Dogra Regiment,26,Foggy
Type D,V-680,2020-12-30,532,89.29,20,0,None,Assam,Plains,Bihar Regiment,15,Mild Cold
Type C,V-340,2017-10-20,3772,98.52,20,4,None,Uttarakhand,Mountainous,Assam Rifles,0,Snowfall
Type E,V-292,2017-01-03,6770,72.55,46,3,Engine,Nagaland,Jungle,Kumaon Regiment,24,Humid
Type B,V-974,2020-12-15,3956,94.54,37,1,Radar,Sikkim,Mountainous,Jat Regiment,-8,Foggy
Type B,V-113,2022-03-23,8165,64.91,39,2,Radar,Jammu & Kashmir,Mountainous,Sikh Light Infantry,-5,Foggy
Type D,V-281,2019-03-09,1938,65.27,11,2,None,Manipur,Jungle,Assam Rifles,32,Heavy Rain
Type B,V-210,2021-09-06,5150,73.4,0,8,None,Assam,Plains,Dogra Regiment,23,Mild Cold
Type D,V-265,2024-12-31,1018,80.77,2,1,Brakes,Assam,Plains,Naga Regiment,28,Mild Cold
Type E,V-102,2021-11-25,7244,71.43,6,2,Sensors,Assam,Plains,Assam Rifles,11,Foggy
Type A,V-695,2020-02-05,7830,99.71,35,1,None,Assam,Plains,Gorkha Rifles,20,Foggy
Type C,V-189,2015-12-09,2479,80.48,45,0,Wiring,Sikkim,Mountainous,Dogra Regiment,9,Foggy
Type C,V-484,2022-07-12,5946,90.99,34,2,Engine,Punjab,Plains,Dogra Regiment,18,Foggy
Type C,V-234,2020-04-04,6938,87.91,27,10,Transmission,Assam,Plains,Kumaon Regiment,22,Foggy
Type E,V-235,2017-09-03,6780,96.89,15,1,None,Sikkim,Mountainous,Dogra Regiment,8,Snowfall
Type E,V-357,2022-04-07,2957,80.49,46,8,None,Assam,Plains,Dogra Regiment,29,Mild Cold
Type E,V-566,2022-08-04,5969,92.53,10,2,Engine,Uttarakhand,Mountainous,Punjab Regiment,6,Foggy
Type B,V-393,2023-02-11,587,93.52,36,7,Brakes,Manipur,Jungle,Jat Regiment,29,Foggy
Type E,V-356,2016-11-27,4586,73.79,18,2,Armor Plating,Jammu & Kashmir,Mountainous,Naga Regiment,-5,Foggy
Type E,V-685,2019-03-15,5132,79.08,33,0,None,Nagaland,Jungle,Gorkha Rifles,25,Heavy Rain
Type B,V-610,2016-03-23,8868,79.32,23,2,None,Assam,Plains,Naga Regiment,27,Mild Cold
Type B,V-912,2021-01-16,5561,87.61,6,3,None,Uttarakhand,Mountainous,Dogra Regiment,-1,Extreme Cold
Type B,V-513,2018-08-19,2583,61.73,36,4,None,Arunachal Pradesh,Jungle,Kumaon Regiment,34,Humid
Type E,V-694,2022-06-04,1025,84.0,22,9,Gun System,Himachal Pradesh,Hilly,Dogra Regiment,6,Rainy
Type B,V-732,2017-08-29,1259,71.95,39,4,Gun System,Uttarakhand,Mountainous,Jat Regiment,0,Foggy
Type D,V-999,2016-12-14,8315,74.92,11,6,Radar,Himachal Pradesh,Hilly,Gorkha Rifles,9,Foggy
Type C,V-923,2020-06-28,9528,72.31,7,2,None,Rajasthan,Desert,Punjab Regiment,31,Dust Storms
Type E,V-668,2025-01-12,9493,80.49,17,3,None,Punjab,Plains,Punjab Regiment,17,Clear Skies
Type C,V-782,2016-09-25,2509,83.06,47,5,None,Manipur,Jungle,Jat Regiment,22,Foggy
Type C,V-967,2021-10-07,6240,94.41,45,3,Engine,Sikkim,Mountainous,Naga Regiment,-3,Foggy
Type E,V-111,2025-02-10,7842,72.1,33,8,Gun System,Arunachal Pradesh,Jungle,Punjab Regiment,25,Humid
Type B,V-175,2023-12-09,1818,64.47,43,3,Transmission,Uttarakhand,Mountainous,Naga Regiment,9,Foggy
Type B,V-649,2023-11-15,2042,97.02,29,2,None,Assam,Plains,Jat Regiment,27,Mild Cold
Type B,V-797,2019-02-15,3674,70.44,23,7,Gun System,Arunachal Pradesh,Jungle,Assam Rifles,34,Humid
Type B,V-886,2016-01-02,8974,79.23,9,3,Engine,Arunachal Pradesh,Jungle,Naga Regiment,22,Humid
Type C,V-195,2022-08-29,4246,93.27,27,3,None,Punjab,Plains,Dogra Regiment,15,Foggy
Type A,V-783,2019-09-23,7990,76.33,37,9,Sensors,Manipur,Jungle,Kumaon Regiment,26,Foggy
Type D,V-388,2024-08-24,2576,67.04,24,8,Brakes,Nagaland,Jungle,Dogra Regiment,25,Humid
Type E,V-355,2016-08-09,7120,96.17,1,4,Gun System,Jammu & Kashmir,Mountainous,Bihar Regiment,-10,Snowfall
Type C,V-705,2021-06-30,3523,96.13,36,3,Wiring,Assam,Plains,Bihar Regiment,16,Mild Cold
Type B,V-992,2015-12-07,9511,96.42,25,1,None,Nagaland,Jungle,Bihar Regiment,33,Heavy Rain
Type A,V-980,2021-12-05,7453,60.89,27,4,Transmission,Arunachal Pradesh,Jungle,Sikh Light Infantry,32,Heavy Rain
Type C,V-811,2016-05-02,2505,64.16,20,4,None,Rajasthan,Desert,Naga Regiment,46,Hot and Dry
Type A,V-325,2022-02-20,4475,81.57,44,7,Navigation System,Nagaland,Jungle,Sikh Light Infantry,33,Heavy Rain
Type B,V-169,2017-04-28,9375,75.1,29,2,None,Uttarakhand,Mountainous,Dogra Regiment,-1,Foggy
Type B,V-527,2018-10-07,5207,63.66,20,5,None,Arunachal Pradesh,Jungle,Jat Regiment,24,Foggy
Type D,V-848,2024-06-05,4525,60.03,37,7,Gun System,Arunachal Pradesh,Jungle,Naga Regiment,34,Foggy
Type A,V-179,2022-03-30,3938,77.1,9,6,Brakes,Uttarakhand,Mountainous,Bihar Regiment,5,Foggy
Type E,V-864,2023-05-16,3206,71.37,3,4,Wiring,Manipur,Jungle,Rajput Regiment,32,Heavy Rain
Type D,V-459,2018-02-12,9612,97.89,46,1,Armor Plating,Jammu & Kashmir,Mountainous,Gorkha Rifles,-6,Foggy
Type E,V-574,2024-03-30,7354,87.69,14,7,Gun System,Jammu & Kashmir,Mountainous,Kumaon Regiment,3,Extreme Cold
Type D,V-620,2017-02-02,2276,85.3,8,4,None,Assam,Plains,Dogra Regiment,27,Mild Cold
Type E,V-531,2016-01-15,6915,82.96,36,2,Transmission,Himachal Pradesh,Hilly,Naga Regiment,15,Foggy
Type A,V-482,2020-01-10,9204,94.56,25,1,None,Assam,Plains,Assam Rifles,15,Mild Cold
Type E,V-393,2020-10-08,766,87.34,15,0,None,Nagaland,Jungle,Bihar Regiment,35,Foggy
Type B,V-736,2017-07-09,6982,94.19,24,8,None,Rajasthan,Desert,Bihar Regiment,34,Clear Skies
Type C,V-863,2021-01-01,9997,62.49,1,6,Radar,Arunachal Pradesh,Jungle,Bihar Regiment,34,Foggy
Type B,V-563,2023-02-05,3763,88.89,23,4,Brakes,Nagaland,Jungle,Bihar Regiment,32,Foggy
Type C,V-454,2017-09-27,3070,66.27,9,3,None,Rajasthan,Desert,Punjab Regiment,30,Hot and Dry
Type B,V-280,2017-01-30,2807,85.43,40,4,Radar,Rajasthan,Desert,Dogra Regiment,37,Dust Storms
Type E,V-256,2018-08-03,9194,79.22,15,8,None,Uttarakhand,Mountainous,Assam Rifles,-6,Foggy
Type B,V-502,2020-05-19,7659,76.88,0,6,Wiring,Punjab,Plains,Jat Regiment,10,Foggy
Type D,V-588,2023-02-17,3867,86.08,46,0,Sensors,Manipur,Jungle,Kumaon Regiment,35,Heavy Rain
Type D,V-683,2021-07-24,8547,99.5,38,5,Gun System,Rajasthan,Desert,Rajput Regiment,44,Hot and Dry
Type A,V-759,2022-04-27,6816,77.06,28,8,None,Jammu & Kashmir,Mountainous,Rajput Regiment,7,Foggy
Type E,V-877,2015-10-01,5520,81.14,18,2,Armor Plating,Rajasthan,Desert,Sikh Light Infantry,37,Clear Skies
Type C,V-774,2019-11-26,9954,66.62,28,6,None,Nagaland,Jungle,Dogra Regiment,28,Foggy
Type A,V-665,2015-10-14,7117,98.77,40,3,None,Sikkim,Mountainous,Punjab Regiment,4,Snowfall
Type C,V-854,2024-07-27,9795,91.48,1,4,None,Uttarakhand,Mountainous,Jat Regiment,-8,Snowfall
Type B,V-985,2017-02-23,8844,90.31,7,0,None,Punjab,Plains,Jat Regiment,10,Foggy
Type A,V-693,2020-09-02,5228,93.4,27,2,None,Assam,Plains,Bihar Regiment,23,Mild Cold
Type C,V-985,2022-12-06,4673,95.92,32,9,Armor Plating,Assam,Plains,Naga Regiment,15,Foggy
Type D,V-856,2022-12-25,7130,61.65,42,3,Engine,Manipur,Jungle,Naga Regiment,27,Foggy
Type B,V-900,2016-08-29,6266,95.82,28,7,None,Rajasthan,Desert,Punjab Regiment,37,Clear Skies
Type A,V-699,2016-05-07,1252,86.16,38,8,None,Sikkim,Mountainous,Kumaon Regiment,-2,Foggy
Type D,V-821,2015-08-18,3057,67.16,3,2,Armor Plating,Arunachal Pradesh,Jungle,Bihar Regiment,31,Heavy Rain
Type C,V-279,2015-10-19,2822,77.28,9,4,None,Sikkim,Mountainous,Dogra Regiment,10,Foggy
Type C,V-303,2016-12-05,3110,90.33,35,4,Brakes,Arunachal Pradesh,Jungle,Sikh Light Infantry,31,Humid
Type B,V-240,2021-01-01,1511,95.81,39,5,Transmission,Himachal Pradesh,Hilly,Dogra Regiment,20,Foggy
Type B,V-227,2022-04-16,2131,69.81,46,4,None,Punjab,Plains,Rajput Regiment,17,Clear Skies
Type C,V-522,2016-07-03,1587,94.7,47,2,None,Assam,Plains,Naga Regiment,20,Clear Skies
Type E,V-136,2019-08-31,2492,99.5,23,0,None,Rajasthan,Desert,Assam Rifles,43,Dust Storms
Type B,V-492,2020-03-14,9300,87.99,33,7,None,Jammu & Kashmir,Mountainous,Punjab Regiment,-5,Foggy
Type E,V-985,2018-11-30,2877,78.34,13,4,Radar,Nagaland,Jungle,Dogra Regiment,26,Heavy Rain
Type C,V-679,2020-01-13,5164,94.92,33,4,None,Jammu & Kashmir,Mountainous,Naga Regiment,10,Foggy
Type A,V-239,2015-09-20,2943,97.97,15,8,None,Himachal Pradesh,Hilly,Bihar Regiment,9,Rainy
Type B,V-535,2024-07-23,8552,63.82,23,4,None,Uttarakhand,Mountainous,Gorkha Rifles,4,Snowfall
Type D,V-642,2019-02-10,2830,69.3,13,4,None,Jammu & Kashmir,Mountainous,Rajput Regiment,5,Snowfall
Type D,V-964,2019-04-05,9359,84.46,32,2,None,Himachal Pradesh,Hilly,Punjab Regiment,6,Foggy
Type B,V-921,2023-05-02,1953,96.57,12,8,None,Jammu & Kashmir,Mountainous,Jat Regiment,-9,Extreme Cold
Type C,V-873,2018-03-15,8786,96.25,33,5,Wiring,Assam,Plains,Kumaon Regiment,18,Foggy
Type C,V-927,2018-08-16,2271,90.09,15,4,Wiring,Uttarakhand,Mountainous,Dogra Regiment,0,Snowfall
Type A,V-639,2022-12-29,2339,89.88,16,4,None,Nagaland,Jungle,Punjab Regiment,26,Humid
Type E,V-825,2022-06-01,3209,76.78,31,2,Engine,Uttarakhand,Mountainous,Jat Regiment,0,Foggy
Type B,V-552,2019-01-27,3107,90.44,12,1,None,Punjab,Plains,Dogra Regiment,26,Mild Cold
Type E,V-305,2017-09-25,7302,94.91,1,2,None,Arunachal Pradesh,Jungle,Bihar Regiment,31,Heavy Rain
Type D,V-752,2024-06-06,5564,91.47,7,3,Engine,Punjab,Plains,Rajput Regiment,28,Clear Skies
Type E,V-507,2024-08-28,5153,73.75,34,7,None,Arunachal Pradesh,Jungle,Naga Regiment,35,Heavy Rain
Type A,V-720,2024-08-06,865,72.22,7,1,None,Manipur,Jungle,Assam Rifles,26,Heavy Rain
Type C,V-490,2024-09-01,4771,71.99,1,5,Wiring,Uttarakhand,Mountainous,Bihar Regiment,-9,Foggy
Type C,V-376,2020-12-21,4688,96.77,9,3,Brakes,Manipur,Jungle,Bihar Regiment,24,Heavy Rain
Type B,V-749,2015-04-16,8698,93.47,25,7,Transmission,Uttarakhand,Mountainous,Dogra Regiment,4,Snowfall
Type A,V-558,2019-09-18,2667,79.59,10,6,Sensors,Assam,Plains,Bihar Regiment,17,Mild Cold
Type B,V-292,2020-05-21,8164,85.56,31,3,None,Arunachal Pradesh,Jungle,Bihar Regiment,24,Foggy
Type A,V-111,2023-12-13,8042,81.07,21,3,Sensors,Jammu & Kashmir,Mountainous,Kumaon Regiment,-5,Snowfall
Type E,V-231,2017-09-07,1355,91.89,8,4,None,Arunachal Pradesh,Jungle,Dogra Regiment,31,Foggy
Type C,V-362,2023-06-07,2365,98.76,33,8,Engine,Arunachal Pradesh,Jungle,Sikh Light Infantry,34,Foggy
Type A,V-937,2015-07-08,4634,84.82,0,2,Gun System,Rajasthan,Desert,Gorkha Rifles,30,Clear Skies
Type A,V-862,2016-04-19,8781,92.37,14,1,Engine,Punjab,Plains,Bihar Regiment,19,Mild Cold
Type B,V-410,2022-07-29,2644,87.4,36,3,None,Assam,Plains,Jat Regiment,15,Mild Cold
Type E,V-634,2015-06-29,1071,79.62,33,0,None,Nagaland,Jungle,Dogra Regiment,28,Foggy
Type C,V-341,2016-05-21,1637,93.16,19,2,Wiring,Manipur,Jungle,Punjab Regiment,21,Foggy
Type E,V-361,2018-07-22,1289,93.11,26,4,None,Rajasthan,Desert,Naga Regiment,34,Clear Skies
Type B,V-441,2015-09-17,2195,91.79,43,7,None,Assam,Plains,Rajput Regiment,20,Foggy
Type D,V-799,2022-02-22,3305,76.69,5,5,None,Manipur,Jungle,Bihar Regiment,30,Heavy Rain
Type D,V-696,2023-09-12,9451,81.27,25,8,None,Sikkim,Mountainous,Sikh Light Infantry,0,Foggy
Type D,V-100,2023-12-05,852,94.73,2,2,None,Assam,Plains,Dogra Regiment,19,Clear Skies
Type D,V-992,2022-09-29,9199,92.68,26,5,None,Manipur,Jungle,Naga Regiment,33,Foggy
Type D,V-477,2024-09-17,4972,71.46,29,3,Brakes,Arunachal Pradesh,Jungle,Naga Regiment,27,Heavy Rain
Type A,V-771,2024-12-01,2658,87.5,43,2,None,Assam,Plains,Kumaon Regiment,28,Foggy
Type C,V-209,2024-06-20,347,67.22,2,7,Sensors,Assam,Plains,Naga Regiment,24,Foggy
Type D,V-534,2017-10-11,2013,90.54,13,2,None,Punjab,Plains,Naga Regiment,24,Foggy
Type D,V-232,2024-02-13,5923,89.15,26,4,None,Punjab,Plains,Assam Rifles,30,Clear Skies
Type B,V-767,2016-04-06,1918,62.27,37,4,None,Rajasthan,Desert,Gorkha Rifles,31,Hot and Dry
Type B,V-117,2015-04-24,7436,77.34,14,4,Transmission,Uttarakhand,Mountainous,Assam Rifles,-1,Snowfall
Type B,V-262,2017-08-09,2613,97.48,47,8,Navigation System,Uttarakhand,Mountainous,Rajput Regiment,-7,Snowfall
Type C,V-410,2024-07-07,5952,78.49,9,8,None,Manipur,Jungle,Naga Regiment,23,Foggy
Type C,V-325,2015-11-28,2966,89.89,7,8,Sensors,Jammu & Kashmir,Mountainous,Gorkha Rifles,3,Foggy
Type C,V-323,2017-12-13,619,82.9,7,2,None,Arunachal Pradesh,Jungle,Punjab Regiment,35,Foggy
Type E,V-958,2018-07-19,8244,77.65,45,4,None,Jammu & Kashmir,Mountainous,Dogra Regiment,7,Snowfall
Type B,V-243,2021-10-15,5388,99.45,8,3,Transmission,Manipur,Jungle,Rajput Regiment,22,Humid
Type A,V-260,2017-10-05,7360,75.88,37,0,None,Arunachal Pradesh,Jungle,Jat Regiment,31,Humid
Type A,V-261,2015-07-10,4936,86.4,17,1,Engine,Punjab,Plains,Dogra Regiment,28,Clear Skies
Type A,V-785,2015-12-08,1196,98.19,41,5,Gun System,Assam,Plains,Bihar Regiment,23,Foggy
Type A,V-400,2018-07-11,4766,74.66,11,1,None,Punjab,Plains,Jat Regiment,30,Mild Cold
Type A,V-905,2018-06-15,5207,79.44,10,1,None,Assam,Plains,Sikh Light Infantry,19,Clear Skies
Type D,V-931,2024-12-14,8893,62.26,18,2,Wiring,Jammu & Kashmir,Mountainous,Assam Rifles,2,Foggy
Type E,V-857,2016-04-17,9723,97.68,11,8,None,Punjab,Plains,Sikh Light Infantry,30,Mild Cold
Type E,V-934,2019-10-26,6617,64.06,24,2,None,Uttarakhand,Mountainous,Gorkha Rifles,4,Foggy
Type B,V-688,2020-11-30,6207,93.44,8,7,Sensors,Uttarakhand,Mountainous,Naga Regiment,-3,Extreme Cold
Type E,V-125,2018-08-18,7466,71.54,16,2,None,Uttarakhand,Mountainous,Rajput Regiment,6,Foggy
Type B,V-961,2022-01-29,8100,62.89,20,5,Sensors,Manipur,Jungle,Rajput Regiment,32,Humid
Type B,V-393,2015-11-09,2356,68.77,40,8,Brakes,Uttarakhand,Mountainous,Dogra Regiment,0,Extreme Cold
Type D,V-463,2022-05-19,5389,69.12,29,5,None,Nagaland,Jungle,Bihar Regiment,32,Humid
Type A,V-123,2022-07-12,3923,84.79,45,3,None,Sikkim,Mountainous,Naga Regiment,9,Extreme Cold
Type E,V-784,2024-09-30,3053,87.27,20,3,None,Rajasthan,Desert,Bihar Regiment,30,Hot and Dry
Type B,V-987,2017-10-02,1411,62.68,1,3,Transmission,Rajasthan,Desert,Naga Regiment,39,Clear Skies
Type B,V-434,2017-06-26,5668,72.54,15,9,Armor Plating,Himachal Pradesh,Hilly,Rajput Regiment,13,Rainy
Type E,V-290,2018-11-26,9682,86.29,16,0,None,Himachal Pradesh,Hilly,Sikh Light Infantry,13,Rainy
Type B,V-813,2019-05-24,9499,79.17,7,1,Radar,Manipur,Jungle,Bihar Regiment,33,Foggy
Type D,V-614,2022-02-04,5792,61.46,23,5,None,Himachal Pradesh,Hilly,Punjab Regiment,20,Rainy
Type D,V-249,2017-01-07,1400,77.61,28,2,Radar,Rajasthan,Desert,Naga Regiment,37,Hot and Dry
Type E,V-676,2016-08-11,5557,68.37,37,4,Engine,Nagaland,Jungle,Punjab Regiment,26,Heavy Rain
Type B,V-942,2021-06-05,5421,82.71,14,2,None,Arunachal Pradesh,Jungle,Rajput Regiment,25,Foggy
Type C,V-862,2023-07-21,3867,95.99,45,7,Gun System,Assam,Plains,Sikh Light Infantry,15,Clear Skies
Type D,V-674,2019-04-16,574,80.24,35,3,Sensors,Himachal Pradesh,Hilly,Assam Rifles,7,Foggy
Type E,V-579,2017-02-12,7099,76.06,4,6,None,Manipur,Jungle,Naga Regiment,25,Foggy
Type D,V-332,2020-10-20,1230,91.91,15,2,Armor Plating,Rajasthan,Desert,Kumaon Regiment,39,Clear Skies
Type A,V-128,2024-10-16,695,89.6,35,5,None,Punjab,Plains,Sikh Light Infantry,27,Mild Cold
Type E,V-703,2016-02-10,7211,70.98,17,7,Wiring,Rajasthan,Desert,Kumaon Regiment,49,Hot and Dry
Type B,V-760,2023-07-29,421,93.57,43,6,None,Assam,Plains,Jat Regiment,20,Foggy
Type C,V-686,2021-11-25,7264,87.87,22,1,Sensors,Sikkim,Mountainous,Rajput Regiment,1,Foggy
Type B,V-274,2019-04-09,3404,93.88,50,2,None,Sikkim,Mountainous,Assam Rifles,7,Foggy
Type D,V-583,2016-08-16,3555,61.58,6,8,Engine,Nagaland,Jungle,Dogra Regiment,34,Humid
Type C,V-877,2015-10-21,1907,94.87,12,8,None,Assam,Plains,Dogra Regiment,24,Foggy
Type D,V-951,2024-03-06,3899,96.95,33,6,Brakes,Jammu & Kashmir,Mountainous,Dogra Regiment,-10,Foggy
Type E,V-279,2017-05-10,7030,97.08,50,6,None,Punjab,Plains,Punjab Regiment,10,Clear Skies
Type A,V-915,2021-01-09,9813,71.64,28,3,Brakes,Nagaland,Jungle,Punjab Regiment,33,Humid
Type E,V-113,2023-09-29,3721,72.28,40,4,None,Rajasthan,Desert,Assam Rifles,35,Dust Storms
Type E,V-593,2018-05-20,1643,85.75,2,6,None,Uttarakhand,Mountainous,Naga Regiment,-3,Extreme Cold
Type C,V-232,2020-10-07,6545,68.68,17,5,None,Uttarakhand,Mountainous,Assam Rifles,9,Foggy
Type C,V-611,2019-08-05,4085,89.26,33,7,None,Nagaland,Jungle,Dogra Regiment,28,Heavy Rain
Type D,V-228,2023-12-28,8757,78.49,20,4,None,Sikkim,Mountainous,Jat Regiment,0,Foggy
Type E,V-997,2021-06-28,747,97.94,27,6,None,Sikkim,Mountainous,Jat Regiment,8,Foggy
Type A,V-174,2017-02-26,5754,92.95,45,4,None,Punjab,Plains,Bihar Regiment,28,Mild Cold
Type A,V-463,2025-01-02,548,85.85,8,3,None,Manipur,Jungle,Kumaon Regiment,28,Humid
Type E,V-863,2023-09-12,4383,86.84,3,6,None,Rajasthan,Desert,Sikh Light Infantry,35,Clear Skies
Type C,V-652,2017-08-28,8371,92.86,0,2,Armor Plating,Rajasthan,Desert,Jat Regiment,43,Hot and Dry
Type C,V-561,2024-02-27,5340,87.6,39,10,Radar,Himachal Pradesh,Hilly,Kumaon Regiment,13,Foggy
